Instruction,Input,Output,materi,question_id
Create a Python program that takes two strings as input and creates a new string with the characters in the second string that are not present in the first string.,"'jello','hello'","def difference(string1, string2):
  new_string = ''
  
  for char in string2:
    if char not in string1:
      new_string += char
      
  return new_string

string1 = 'jello'
string2 = 'hello'

print(difference(string1, string2)) # Output: 'e'",Data Type,106
Modify the following Python function to get the first index of the keyword within the string.,"def first_index(str, keyword):
    for i in range(len(str)):
        if str[i] == keyword:
            return i","def first_index(str, keyword):
    for i in range(len(str)):
        if str[i] == keyword:
            return i
    return -1",Data Type,117
Create a Python function that takes a list of strings as input and returns the longest string in the list.,"['Data', 'Science', 'Machine', 'Learning']","def find_longest_string(string_list):
    longest_string = ''
    for string in string_list:
        if len(string) > len(longest_string):
            longest_string = string
    return longest_string",Data Type,118
Write a function in Python that encodes a string using a simple algorithm.,"Text string:  ""Hello""","def encodeString (text):
    encoded_string = ''
    for char in text:
        encoded_char = ord(char) + 3
        encoded_string += chr(encoded_char)

    return encoded_string

encodeString(""Hello"")  # khoor",Data Type,132
Take a string and output a list of all the words comprising the string,String: Python is a programming language.,"[‘Python’, ‘is’, ‘a’, ‘programming’, ‘language’]",Data Type,133
"In Python, parse a JSON string and return the value associated with a particular key","JSON String: { ""key1"": ""value1"", ""key2"": ""value2"" }
Key: ""key2""","import json

# Create a json object from the string
json_obj = json.loads('{""key1"": ""value1"", ""key2"": ""value2""}')

#get the value for a particular key
value = json_obj[""key2""]",Data Type,138
Implement an algorithm to find a substring in a given string using a greedy approach in Python.,"string = ""This is a sample string""
substring = ""sample""","def find_substring(string, substring):
    start = 0
    result = """"
    while start < len(string):
        idx = string.find(substring, start)
        if idx == -1:
            break
        result += string[idx:idx+len(substring)]
        start = idx+len(substring)
    return result",Data Type,165
Write a python script to remove all punctuations and whitespace in a string,"string = ""Hello, how are you! I'm doing great.""","def remove_punc_and_whitespace(string): 
    return ''.join([x for x in string if x not in ["" "", "","", "":"", ""-"", ""!"", ""?"", "".""]])",Data Type,166
Create a program in Python that takes a list of strings and returns a new list with each string reversed.,"[""Hello"", ""World""]","def reverse_list(strings):
    return [s[::-1] for s in strings]

strings = [""Hello"", ""World""]
print(reverse_list(strings))",Data Type,172
Rewrite the code in Python so that it prints the length of a given string.,"string = ""Hello World""","string = ""Hello World""
print(len(string)) # prints 11",Data Type,187
Build a mini classifier model in Python to predict whether a given string is palindrome or not.,'level',"class Palindrome:

def __init__(self, str):
    self.str = str

def is_palindrome(self):
    return self.str == self.str[::-1]

palindrome = Palindrome(""level"")
if palindrome.is_palindrome():
    print(""The string is a palindrome"")
else:
    print(""The string is not a palindrome"")",Data Type,189
Create a Python function that returns the index of the nth occurrence of a substring in a given string.,"(""Hello World"", ""l"", 3)","def find_nth_occurrence(string, substring, n):
index = -1

while n > 0:
    n -= 1
    index = string.find(substring, index+1)

if index == -1:
    return None
else:
    return index

if __name__ == ""__main__"":
    result = find_nth_occurrence(""Hello World"", ""l"", 3)
    print(result)",Data Type,195
Design an algorithm in Python for displaying the reverse of a string input.,"Input String: ""Hello World!""","# Create a function 
def reverse_string(str): 
    # Create an empty string  
    rev_str = """" 

    # Iterate over the string in reverse 
    for i in str: 
        rev_str = i + rev_str
    
    # Return the reversed string 
    return rev_str

# Driver Code
str = ""Hello World!""
print(""The reversed string is:"", reverse_string(str))",Data Type,202
"Write a Python function to classify a given string based on the following conditions:
A) If the length of the string is less than 3, “Short”
B) If the string only contains alphabets, “Alphabet”
C) If the string only contains numbers, “Numeral”","string = ""ab1""","def classify_string(string):
    if len(string) < 3:
        return ""Short"" 
    elif string.isalpha():
        return ""Alphabet"" 
    elif string.isnumeric():
        return ""Numeral""",Data Type,208
"Write a Python function to take a text string as an input, and generate a table of the frequencies of each letter in the string.","sample_string = ""HelloWorld""","def find_frequencies(sample_string):
   frequency_table = dict()
   for char in sample_string:
      if char in frequency_table:
         frequency_table[char] += 1
      else:
         frequency_table[char] = 1
   return frequency_table

result = find_frequencies(""HelloWorld"")
print(result)",Data Type,209
Create a function that takes a list of strings (words or phrases) as an argument and returns the longest string in the list.,"[“javascript”, “python”, “ruby”]","function findLongestString(strList) {
 let longestStr = '';
 
 strList.forEach(str => {
 if (str.length > longestStr.length) {
 longestStr = str;
 }
 })
 
 return longestStr;
}
 
let longestWord = findLongestString(['javascript', 'python', 'ruby']);
 
console.log(longestWord); // Output: 'javascript'",Data Type,220
Generate a Python program to clean a string of HTML tags.,"Example Input: ""<p>This is a <b>test</b> string</p>"".","import re

# Clean a string of HTML tags 
def clean_html_tags(str):
    clean_str = re.sub(""<.*?>"", """", str)
    return clean_str

html_string = ""<p>This is a <b>test</b> string</p>""

clean_str = clean_html_tags(html_string)

print(clean_str) #This is a test string",Data Type,226
Write a code to detect any pattern in a given string in Python.,"my_string = ""aabccba""","def detect_pattern(my_string):
    for i in range(len(my_string)):
        if my_string.count(my_string[i]) > 1:
            return True
    return False

if __name__ == '__main__':
    print(detect_pattern(my_string))",Data Type,236
Write a Python program to convert a string containing a number in base 8 to base 10.,input_num='45',"def conv(input_num):
    decimal_num = int(input_Num, 8)
    return decimal_num",Data Type,240
Write a Python program to convert a date string to the corresponding Unix timestamp.,"date_string = ""October 15, 2020""","import time 

def convert_to_timestamp(date_string): 
    return time.mktime(time.strptime(date_string, ""%B %d, %Y""))",Data Type,257
Write a function in Python that will take in a string and return the most commonly occurring character.,"Sample string: ""abrakadabra""","def max_char(s):
    chars = {}
    for c in s:
        chars[c] = chars.get(c, 0) + 1
    max_val = -1
    max_char = None
    for c, v in chars.items():
        if v > max_val:
            max_val = v
            max_char = c
    return max_char

print(max_char('abrakadabra'))

# Output: a (occurs 5 times)",Data Type,264
Convert the given string into a standard format in Python.,"String: ""My name is John Doe""","string = ""My name is John Doe""
standard_string = string.title()
print(standard_string)
#My Name Is John Doe",Data Type,268
Develop an algorithm in Python to replace all the vowels in a string with an asterisk.,string = “Hello World”,"string = “Hello World”

def replaceVowels(string):
    vowels = (""a"", ""e"", ""i"", ""o"", ""u"")
    result = """"
    for char in string:
        if char in vowels:
            result += ""*""
        else:
            result += char
    return result

new_string = replaceVowels(string)
print(new_string) # This will print out ""H*ll* W*rld""",Data Type,270
Build a Python program to tokenize a string into separate words.,"""Hello, World!""","def tokenize(string):
    words = string.split("" "")
    return words

tokenized_str = tokenize(""Hello, World!"")
print(tokenized_str)",Data Type,274
"Using the sample data, convert the provided string into a dictionary in Python.","Sample Data: ""Name: John Doe; Age: 23; Course: Data Science""","sample_data = ""Name: John Doe; Age: 23; Course: Data Science""

# Split the string by the "";"" character
data_items = sample_data.split(';')

# Strip any extra whitespace and split by the "":"" character
data_dict = {}
for item in data_items:
    key, value = item.strip().split(': ')
    data_dict[key] = value
    
print(data_dict)",Data Type,284
"Write a python program to count the total number of ""1""s present in a binary string",binary_string = '10101100110',"def count_ones(binary_string):
    count = 0
    for bit in binary_string:
        if bit == '1':
            count += 1
    return count",Data Type,290
Generate a python program to search input string s for a given substring t.,"s= ""This is a string"", t=""ring""","def find(s, t):
    if t in s:
        return s.index(t)
    else:
        return -1",Data Type,292
Write a python method to identify whether the given string is a palindrome.,"String: ""racecar""","def is_palindrome(s):
  s = s.lower()
  return s == s[::-1]

print(is_palindrome(""racecar"")) # True",Data Type,299
"Using regex, extend the following python code to remove whitespaces from a string.","def remove_spaces(user_string):
    '''This function will remove all the spaces from a string'''","def remove_spaces(user_string):
    '''This function will remove all the spaces from a string'''
    user_string = re.sub(r'\s','',user_string)
    return user_string",Data Type,301
Write a Python program to convert a given binary form to its original string.,"b_string = ""0100100001100101011011000110110001101111""","def binary_to_string(b_string):
 s = """" 
 for i in range(0, len(b_string), 8):
 byte = b_string[i: i + 8]
 s += chr(int(byte, 2))
 return s

b_string = ""0100100001100101011011000110110001101111""
print(binary_to_string(b_string))
# Output: Hello",Data Type,306
Create a function in Python that takes a string and an integer as arguments and returns the string with the integer number of characters removed from the front of the string.,"""Hello, World!"", 5","def remove_from_front(string, num_chars):
    return string[num_chars:]

result = remove_from_front(""Hello, World!"", 5)
print(result)",Data Type,308
Write a Python program to determine whether or not a given string is a palindrome.,"""racecar""","def isPalindrome(s):

 # remove whitespaces
 s = ''.join(s.split())

 # reverse string
 rev = s[::-1]

 # compare
 if rev == s:
 return True
 return False

if isPalindrome(""racecar""):
 print('String is a palindrome')
else:
 print('String is not a palindrome')",Data Type,313
"Given an array of strings, write a program in Python to calculate the number of occurrences for each string.","['Hello', 'World', 'Hello', 'World', 'Foo', 'Bar']","words = ['Hello', 'World', 'Hello', 'World', 'Foo', 'Bar']

from collections import Counter
word_count = Counter(words)

for word, count in word_count.items():
 print(f'{word} : {count}')",Data Type,328
Write a Python program to convert a given string to one of its equivalent shell script command,"string = ""copy file1.txt file2.txt""","def string_to_shell_command(string):
    split_string = string.split()
    command_name = split_string[0]
    input_args = split_string[1:]
    command_args = ''
    for arg in input_args:
        command_args += f'""{arg}""' + ' '
    return f'{command_name} {command_args}'",Data Type,331
Identify a type of all the variables in the Python expression below.,n = 15.7,The variable n is a float.,Data Type,340
"Write a Python program to check whether a given string starts with ""Hello"".",'Hello world!',"if 'Hello' in str1:
    print(""The string starts with 'Hello'"")
else:
    print(""The string does not start with 'Hello'"")",Data Type,344
Implement a simple python program to split a string on a punctuation symbol.,"'Hello,World!'","def split_on_punctuation(s):
    #Using re module
    import re
    out = re.split('[,]',s)
    return out

print(split_on_punctuation('Hello,World!'))",Data Type,351
Write a function in python for finding a substring of a given string,"""Hello World"", ""lo Wo""","def find_substring(string, sub_string):
  indices = []
  for i in range(0, len(string)-len(sub_string)+1):
    if (string[i:i+len(sub_string)] == sub_string):
      indices.append(i)
  return indices

print(find_substring(""Hello World"", ""lo Wo""))",Data Type,365
Write a Python program to split a string on any whitespace.,"String to be split = ""Python is an interpreted language.""","def splitOnWhitespace(inputString):
	words = inputString.split()
	return words

stringToBeSplit = ""Python is an interpreted language.""
words = splitOnWhitespace(stringToBeSplit)
print(words) // Output: ['Python', 'is', 'an', 'interpreted', 'language.']",Data Type,387
Write a Python program to match a given pattern in a given string.,"String: ""ABCDDEFG"" 
Pattern: ""AB*EFG""","import re

string = ""ABCDDEFG""
pattern = ""AB*EFG""
match = re.search(pattern, string)
 
if match:
    print(""Pattern found!"")
else:
    print(""Pattern not found!"")",Data Type,388
Write a Python program to search a list of strings for a given string.,"list = [""dog"", ""cat"", ""bird""]
target = ""bird""","list = [""dog"", ""cat"", ""bird""]
target = ""bird""

for element in list:
    if element == target:
        print(""Target string found: {}"".format(target))
        break",Data Type,399
Create a Python script that takes a string as an input and outputs a list of words that all contain at least one vowel.,"""Hello my name is John""","['Hello', 'name', 'John']",Data Type,402
Create a function in Python that takes a list of strings and for each string appends the first letter to the end of the string.,"['cat', 'bird', 'rabbit']","def append_first_letter_end(list_of_strings):
 new_list_of_strings = []
 for string in list_of_strings:
 new_string = string + string[0]
 new_list_of_strings.append(new_string)
 return new_list_of_strings",Data Type,405
Write a python function which will check if input string is palindrome or not.,"input_string = ""racecar""","def is_palindrome(input_string):
    if input_string == input_string[::-1]:
        return True
    else:
        return False
    
input_string = ""racecar""

check_palindrome = is_palindrome(input_string)

if check_palindrome == True:
    print(""Input string is a palindrome"")
else:
    print(""Input string is NOT a palindrome"")",Data Type,412
Create a program in Python to count the number of time a particular character appears in a given string.,"Input string: ""Hello, World!""
Character: ""l""","def count_char_in_string(string, char):
    count = 0
    for i in range(len(string)):
        if string[i] == char:
            count += 1
    return count

string = ""Hello, World!""
char = ""l""
count = count_char_in_string(string, char)
print(""The number of times"", char, ""appears in the string is:"", count)",Data Type,419
Generate a Python program for reversing a string.,"string = ""Hello World""","string = ""Hello World""

# get length of the string
length = len(string)

# create an empty string
reverse = """"

# loop backword through the string
for i in range(length-1, -1, -1):
 # add current character to empty string
 reverse = reverse + string[i]

# print out the result
print(reverse)",Data Type,426
Generate a Python function that takes a sentence (string) as input and outputs a list of all the distinct words in the sentence.,The quick brown fox jumps over the lazy dog,"def distinct_words(sentence):
 words = sentence.split()
 distinct_words = []
 for word in words:
  if word not in distinct_words:
   distinct_words.append(word)
 return distinct_words",Data Type,446
Write a Python program to replace all the white spaces in a given string with the '*' character.,str = “This is a sample string”,"str = 'This is a sample string'

new_str = str.replace(' ', '*')

print(new_str) // This*is*a*sample*string",Data Type,457
Write a Python function to count the number of substrings of a given string that contains exactly K distinct characters.,"""abcabcabcabc"", K = 2","def count_substrings_with_k_distinct_characters(in_str, k):
    count = 0
    for i in range(len(in_str)-k+1):
        sub_str = in_str[i:i+k]
        if len(set(sub_str)) == k:
            count +=1 
    return count

count = count_substrings_with_k_distinct_characters(""abcabcabcabc"", 2)
print(count)",Data Type,460
Implement a function in Python that takes a string as a parameter and capitalizes the first letter of each word in the string.,The quick brown fox,"def capitalize(input_string):
    if len(input_string) == 0:
        return ''
    else:
        words = input_string.split()
        capitalized_words = [word.capitalize() for word in words]
        return ' '.join(capitalized_words)

print(capitalize('The quick brown fox'))",Data Type,461
Design a python code to remove a character from a given string.,"s = ""Hello World""","def remove_char(s, char):
    s = s.replace(char, '')
    return s

remove_char(s, 'l')",Data Type,475
Develop a Python script to get the length of a given string.,How are you?,"def get_string_length(str):
    return len(str)

get_string_length(""How are you?"")",Data Type,478
Design a function in Python to delete duplicate characters from a given string.,String: python,"def delete_duplicate(str):
    temp_str = """"
    for i in range(0, len(str)):
        if str[i] not in temp_str:
            temp_str += str[i]
    return temp_str

input_string = ""w3python""
result = delete_duplicate(input_string)

print(""After deleting duplicate character, string is:"", result)",Data Type,481
How would you design a Python program to filter out string elements from a given array of string elements?,"lst = [""apple"", ""zoo"", ""banana"", ""apple"", ""foo"", ""zoo""]","def filter_out_strings(lst):
  new_lst = []
  for item in lst:
    if item not in new_lst:
      new_lst.append(item)
  return new_lst

filtered_list = filter_out_strings(lst) 
print(filtered_list) # Output -> ['apple', 'zoo', 'banana', 'foo']",Data Type,484
Modify the Python code below to reverse the string input.,string = “hello world”,"string = “hello world” 
# Reverse the string 
rev_string = """" 
for char in string: 
 rev_string = char + rev_string 

# Print the reversed string 
print(rev_string)",Data Type,488
Construct a code to filter a string for only numerical characters in Python.,"""4x4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s""","def filter_string(string):
    filtered_string = ''
    for c in string:
        if c.isdigit():
            filtered_string += c
    return filtered_string

print(filter_string(""4x4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s4s""))",Data Type,489
Write a regex expression that matches the following string.,"String: ""I love programming in Python.""","regex = ""I love programming in Python\.""",Data Type,495
Write an algorithm in Python to convert a given binary string to decimal number.,"""11010""","def bin2dec(binary):
    decimal, i = 0, 0
    while binary != 0:
        dec = binary % 10
        decimal = decimal + dec * pow(2, i)
        binary = binary//10
        i += 1
    return decimal

binary = 11010
print(bin2dec(binary))",Data Type,499
Construct a function in Python which takes in a string and returns the number of vowels it has.,"string=""hello world""","def countVowels(string):
    
    vowels = 'aeiouAEIOU'
    count = 0

    for char in string:
        if char in vowels:
            count += 1
    
    return count",Data Type,511
Convert the following Python dictionary to a JSON string.,"data = {
  ""Name"": ""John"",
  ""Age"": 30,
  ""Cities"": [""New York"", ""London"", ""Paris""]
}","{
    ""Name"": ""John"",
    ""Age"": 30,
    ""Cities"": [""New York"", ""London"", ""Paris""]
}",Data Type,518
Write a python program to find the type and value of a given variable.,x = 10,"def find_type_and_value(x):
    t = type(x)
    v = x
    return t, v",Data Type,520
Can you create a Python function to interpolate a given string?,"""Hello {{name}}""","def interpolate(str):
    return str.format(name=""world"")

input_str = ""Hello {{name}}""
print(interpolate(input_str)) // Output: ""Hello world""",Data Type,525
Develop a Python program to convert a given list of strings to a single string.,"my_list = ['Today', 'is', 'a', 'good', 'day']","def list_to_string(my_list):
  return ' '.join(my_list)",Data Type,531
Create a Python function that prints a given string n times.,"string: ""Hello World!!""
N: 5","def repeatString(string, n): 
  
    for i in range(n): 
        print(string, end = """") 
  
# Driver Code 
string = ""Hello World!!""
n = 5
repeatString(string, n)",Data Type,539
Write a Python program to delete vowels from a given string.,'My name is John',"def removeVowels(string): 
    vowels = ('a', 'e', 'i', 'o', 'u')  
    new_string = '' 
    for char in string: 
        if char not in vowels: 
            new_string += char 
    return new_string 

string = 'My name is John'
removeVowelString = removeVowels(string) 
print(removeVowelString)",Data Type,541
Classify the following Python statement as a type of loop.,"for i in range(10):
    print(i)",for loop.,Data Type,547
Generate a Python code for crawling a website for a specific type of data.,"website: www.example.com 
data to crawl: phone numbers","import requests
import re

def crawl_website_for_phone_numbers(website):
    response = requests.get(website)
    phone_numbers = re.findall('\d{3}-\d{3}-\d{4}', response.text)
    return phone_numbers
    
if __name__ == '__main__':
    print(crawl_website_for_phone_numbers('www.example.com'))",Data Type,552
Write a Python function that takes in two parameters of type list and returns the sum of all the elements in the two lists.,"list1 = [1, 2, 3, 4]
list2 = [5, 6, 7, 8]","def list_sum(list1, list2):
 # initialize sum with 0
 total_sum = 0 
 
 # iterate over each element in list1
 for num in list1: 
     # add to sum
     total_sum += num 

 # iterate over each element in list2
 for num in list2: 
     # add to sum
     total_sum += num 

return total_sum",Data Type,559
Create a script in Python that takes a list of strings and prints the string with the longest length.,"['hello', 'world', 'abracadabra']","def longest_string(str_list):
    longest = str_list[0]
    for s in str_list:
        if len(s) > len(longest):
            longest = s
    print(longest)
    
longest_string(['hello', 'world', 'abracadabra'])",Data Type,572
Create a Python script that takes a string and prints the first character of every word in the given string.,"""This is a test string""","def first_characters_of_words(string):
    words = string.split("" "") 
    characters = [word[0] for word in words] 
    return """".join(characters)

print(first_characters_of_words(""This is a test string"")) # Tiat",Data Type,578
Write a function in Python that takes in a string and removes all the unnecessary whitespaces.,"""This     string  contains   too     much whitespace!""","def remove_whitespaces(string):
    return ' '.join(string.split())
 
print(remove_whitespaces(""This     string  contains   too     much whitespace!""))",Data Type,587
Design an algorithm in Python to find the number of occurrences of a given string in another string.,"haystack = ""Hello World""
needle = ""l""","def count_occurrences(haystack, needle):
    count = 0
    for char in haystack:
        if char == needle:
            count += 1
    return count",Data Type,588
Write a Python program to calculate the sum of the numerical values of each character of a string,string = 'program',"def sumCharValues(string):
    sum = 0
    for ch in string:
        sum += ord(ch)
    return sum",Data Type,594
Create a Python program to convert a list of characters into a string,"Convert this array ['a', 'b', 'c'] into a string","def list_to_str(arr):
    str = """"
    for i in arr:
        str += i
    return str

arr = ['a', 'b', 'c']
  
result = list_to_str(arr) 
print(result)",Data Type,602
Design a Python program to edit a given text string,"""Apple is a great fruit""","def edit_string(text):
    text = text.replace(""Apple"", ""Orange"")
    return text

text = ""Apple is a great fruit""
print(edit_string(text))
# Output: Orange is a great fruit",Data Type,603
Create a Python script to validate a JSON string.,"""{""name"":""John"",""age"":30}""","import json

def validate_json_string(s):
    try:
        json_obj = json.loads(s)
        return True
    except json.JSONDecodeError:
        return False",Data Type,632
Write a Python program to parse a JSON string and store the result in a new dictionary.,"json_string = '{""name"": ""John"", ""age"": 30, ""city"": ""New York""}'","import json

# parse JSON string into a dictionary
json_dict = json.loads(json_string) 
  
# result 
print(json_dict) 

# Output:
{'name': 'John', 'age': 30, 'city': 'New York'}",Data Type,651
Produce a logic in Python to truncate a given string after the given number of characters.,"String = ""Hello World"", length = 4","def string_truncate(string, length):
    if length > len(string):
        return string
    else:
        return string[:length] + '...'",Data Type,655
Design a function in Python to remove the vowels from a given string.,"text = ""Hello World""","def remove_vowels(text):
    """"""Remove the vowels from a given string.""""""
    vowels = [""a"", ""e"", ""i"", ""o"", ""u""]
    result = """"
    for char in text:
        if char.lower() not in vowels:
            result += char
    return result

# Output
print(remove_vowels(text))",Data Type,659
Write a function in Python that takes a given string and checks if it is a palindrome or not.,"""racecar""","def isPalindrome(s):
    left = 0 
    right = len(s)-1 
      
    while(left < right ): 
        if (s[left] != s[right]): 
            return False
        left += 1
        right -= 1
    return True
  
print (isPalindrome(""racecar""))",Data Type,664
Create a function to parse a JSON string and return a Python dictionary.,"'{""name"": ""John"", ""age"": 32}'","import json

def parseJSON(json_string):
    return json.loads(json_string)

dictionary = parseJSON('{""name"": ""John"", ""age"": 32}')",Data Type,674
Write a Python program that takes a string as input and returns a new string with all vowels removed.,hello,"# Function to remove vowels
def removeVowels(str):
  vowels = ('a', 'e', 'i', 'o', 'u')
  for x in str.lower():
    if x in vowels:
      str = str.replace(x,"""")
  print(str)  

# Driver program
str = ""Hello""
removeVowels(str)

# Output:
Hll",Data Type,687
Edit this Python code to make the while loop break when the user inputs an empty string.,"user_input = input(""Please enter a word:"")
while user_input:
    print(user_input)
    user_input = input(""Please enter a word:"")","user_input = input(""Please enter a word:"")
while user_input != """":
    print(user_input)
    user_input = input(""Please enter a word:"")",Data Type,702
Write a Python program to group a list of string elements into a dictionary of word counts.,"['hello', 'world', 'hello', 'world', 'this', 'is', 'a', 'test']","words = ['hello', 'world', 'hello', 'world', 'this', 'is', 'a', 'test']

word_counts = {word: words.count(word) for word in words}

print(word_counts)
# Output: {'hello': 2, 'world': 2, 'this': 1, 'is': 1, 'a': 1, 'test': 1}",Data Type,711
Write a Python program to extract all the numbers from a specified string.,This is 3 string with 4 numbers,"def extract_numbers(s):
    numbers = []
    for char in s:
        if char.isdigit():
            numbers.append(int(char))
    return numbers

result = extract_numbers(""This is 3 string with 4 numbers"")
print(result)",Data Type,714
Create a Python program to convert a given string from lower to upper case.,String: “hello world”,"def convert_to_upper_case(string):
    '''This function will take a string as input and convert it to upper case'''
    return string.upper()

converted_string = convert_to_upper_case(""hello world"")
print(converted_string)",Data Type,722
Create a Python script to build a dictionary from string to string of the given samples.,"Samples:
apple->red
banana->yellow
cherry->red","def build_dictionary(samples):
 dictionary = {}
 for sample in samples:
  key, value = sample.split(""->"")
  dictionary[key] = value
 return dictionary
 
samples = [""apple->red"", ""banana->yellow"", ""cherry->red""]
dictionary = build_dictionary(samples)

print(dictionary)",Data Type,724
Create a python function which takes a list of string and converts each string to its uppercase equivalent.,"['Hello', 'World']","def to_uppercase(items):
    return [item.upper() for item in items]

result = to_uppercase(['Hello', 'World']) 
print(result)",Data Type,725
Compose a Python program that evaluates a given expression provided as a string and prints its result.,"""1+1""","def evaluate_expression(expression):
    try:
        result = eval(expression)
        print(result)
    except:
        print(""Error: invalid expression"")

evaluate_expression(""1+1"")",Data Type,731
"Create a python function that takes in a string, and returns the string with the first letter of each word capitalized.","string = ""hello there people""","def capitalize_string(string):
    words = string.split(' ')
    capitalized_words = []
    for word in words:
        capitalized_words.append(word.capitalize())
    
    return ' '.join(capitalized_words)",Data Type,732
Write a Python program to convert all the lower case letters in a string to upper case.,"""hello World""","print(''.join([i.upper() for i in ""hello World""])) # HELLO WORLD",Data Type,736
Create a Python program to parse a string for any numbers and calculate the sum.,"string = ""My age is 25 and my friend's age is 30.""","import re

# Input string
string = ""My age is 25 and my friend's age is 30.""

# Find all the numbers in the string
numbers = re.findall(""\d+"", string)

# Calculate the sum
sum = 0
for number in numbers:
 sum += int(number)

# Print the sum
print(""The sum of the numbers is:"", sum)",Data Type,737
"In this Python code, identify the type of data structure being used and write down advantages and disadvantages of using this type of data structure.","my_list = [""Apple"", ""Banana"", ""Orange"", ""Mango""]","A list is being used in this code snippet. Advantages of using a list are that it is mutable, can store duplicate data, and allows for indexing. Disadvantages of using a list are that it can be slow if the list is very long and operations take a long time.",Data Type,740
Write a Python code to decode a JSON string.,"{
 ""name"": ""John"",
 ""age"": 30,
 ""is_married"": False
}","import json

json_string = '{""name"": ""John"", ""age"": 30, ""is_married"": false}'

data = json.loads(json_string)
name = data['name']
age = data['age']
is_married = data['is_married']

print('Name: ', name)
print('Age: ', age)
print('Is Married: ', is_married)",Data Type,749
Can you generate a python program to reverse a given string?,Hello,"def reverse_string(string):
    reversed_string = """"
    for char in string:
        reversed_string = char + reversed_string
    return reversed_string

string = ""Hello""
reversed_string = reverse_string(string)
print(reversed_string)  # olleH",Data Type,767
Write a Python program that replaces all the occurrences of the letter ‘a’ with ‘$’ in a given string.,text = 'show me the money',"def replace_letter(text):
    result = ''
    for letter in text:
        if letter == 'a':
            result += '$'
        else:
            result += letter
    return result

text = 'show me the money'

print(replace_letter(text))",Data Type,769
Write a Python program to extract the first 100 characters from a given string.,This is a test string,"def extract_first_100_chars(string):
    return string[:100]",Data Type,771
Create a function to reverse a string in Python.,Hello,"def reverse_string(string):
    result = """"
    for i in range(len(string) - 1, -1, -1):
        result += string[i]
    return result

reverse_string(""hello"")",Data Type,780
Can you construct a Python program that takes a string of words and counts the occurrences of each word?,"""This is an example of a string of words""","words = ""This is an example of a string of words"".split()

word_freq = {}
for word in words:
    if word not in word_freq:
        word_freq[word] = 1
    else:
        word_freq[word] += 1

for key, value in word_freq.items():
    print(f""{key} : {value}"")",Data Type,782
