question_id,material,instruction,template,input,correct_answer,attempts,duration
623,Control Structure,Write a Python program to calculate the average monthly temperature of a given city for the last 10 years.,"import csv

def avg_month_temp(city):
 result = 0
 counter = 0
 temperatures = csv.reader(open('weatherdata.csv'))
 for ___ in temperatures:
 if row[1] == city:
 result += float(row[2])
 counter += 1
 return result/counter","City: Los Angeles, California
10 year average temperature from 2010 to 2020",row,1,20
634,Control Structure,Create a Python procedure to determine if two numbers are divisible.,"def divisible(x, y):
    if ___ % y == 0:
        return True
    else:
        return False",14 and 7,x,1,20
644,Control Structure,Create a for loop in Python that prints the output of a multiplication table for numbers from 1 to 10.,"for ___ in range(1, 11):
  for j in range(1, 11):
    print(i * j, end='\t')
  print()",-,i,1,20
647,Control Structure,Develop a Python script for checking for palindromes.,"def is_palindrome(word):
  rev_word = word[::-1]
  if ___ == rev_word:
    return True
  return False",<none>,word,1,20
760,Control Structure,Design an algorithm to check if a given number is prime in Python.,"def is_prime(n):
    """"""Check if ___ given number is prime.""""""
    # Corner case
    if n <= 1:
        return False

    # Check for divisibility
    for i in range(2, n):
        if n % i == 0:
            return False
    # Return true if it is not divisible by any number
    return True

# Output
print(is_prime(n))",n = 19,a,1,20
778,Control Structure,Design a function to tell if a number is even or odd using Python.,"def isEven(x):
    if ___ % 2 == 0:
        return True
    else:
        return False

x = 5

if isEven(x):
    print(""It is even"")
else:
    print(""It is odd"")",x = 5,x,1,20
804,Control Structure,Suggest a completion for the following Python code to check if a given number is an Armstrong number.,"def is_armstrong_number(num):
  order = len(str(num))
  sum = 0
  temp = num
  while ___ > 0:
    digit = temp % 10
    sum += digit ** order
    temp //= 10
  if num == sum:
    return True  
  else:
    return False",def is_armstrong_number(num):,temp,1,20
818,Control Structure,Write a conditional statement in Python that checks if two lists have the same items.,"list1 = [9,8,7]
list2 = [7,8,9]

if ___ == list2:
    print(""The lists have the same items."")
else:
    print(""The lists do not have the same items."")","list1 = [9,8,7]
list2 = [7,8,9]",list1,1,20
841,Control Structure,Create a function in Python that takes two strings and checks if they are anagrams of each other.,"def is_anagram(str1, str2): 
    if ___(str1)!= len(str2): 
        return False
    first_list = list(str1.lower())
    second_list = list(str2.lower())
    first_list.sort()
    second_list.sort()
    return first_list == second_list

print(is_anagram(""apple"",""pleap""))","""apple"", ""pleap""",len,1,20
844,Control Structure,Construct a Python program that will search for a given word in a web page and return the number of occurrences.,"import requests

url = ""www.example.com""
word = ""Python""

html_content = requests.get(url).text

words = html_content.split()

occurrences = 0

for ___ in words:
    if w == word:
        occurrences += 1

print(""Found %d occurrences of '%s'"" % (occurrences, word))","word=""Python""
url=""www.example.com""",w,1,20
884,Control Structure,Develop a Python Webscraper for collecting data from a given URL.,"import requests
from bs4 import BeautifulSoup

URL = 'http://example.com/data'

# Send a request to the URL
page = requests.get(URL)

# Parse the page
soup = BeautifulSoup(page.content, 'html.parser')

# Get the data
data = soup.find_all('div', class_='data')

# Print the data
for ___ in data:
 print(item.text)",Example URL: http://example.com/data,item,1,20
891,Control Structure,"Convert the following Algorithm into Python code.

Input: two numbers

Algorithm:
1. Check if the two numbers are equal.
2. If true, return 0.
3. Else check the which is higher.
4. Return 1 if the first number is higher than the second one.
5. Return -1 otherwise.","def compare_numbers(num1, num2):
 if ___ == num2:
  return 0
 elif num1 > num2:
  return 1
 else:
  return -1

num1 = 5
num2 = 10
result = compare_numbers(num1, num2)

print(result)","num1 : 5
num2 : 10",num1,1,20
906,Control Structure,Create a Python function that takes in two strings and returns True if they are anagrams (they contain the same letters).,"def isAnagram(string1, string2):
 s1 = sorted(string1.lower())
 s2 = sorted(string2.lower())

 if ___ == s2:
 return True
 else:
 return False

string1 = ""pizza"";
string2 = ""appaiz"";

isAnagram(string1, string2); // True","string1 = ""pizza""
string2 = ""appaiz""",s1,1,20
948,Control Structure,Write a function in Python to predict a label for a given input.,"def predict(x):
    if ___[0] > 0:
        return 'positive'
    if x[1] < 0:
        return 'negative'
    if x[2] > 0:
        return 'positive'
    return 'neutral'","[5, -2, 4]",x,1,20
1009,Control Structure,Create a Python program to check if a given date is valid or not.,"from datetime import datetime
 
date_string = '2019/02/29'
try:
 date = datetime.strptime(date_string, '%Y/%m/%d')
 
 if ___.year % 4 == 0 and date.month == 2 and date.day == 29:
 print('Valid Date')
 else:
 print('Invalid Date')
except ValueError:
 print('Invalid Date')","The date to be checked is ""2019/02/29"".",date,1,20
1012,Control Structure,Consider the following statement and write a code for it in Python,"my_list = [1,2,3,4,5]
total_sum = 0

for ___ in my_list:
    total_sum = total_sum + x 
  
average = total_sum / len(my_list)

print(""Sum of all elements in given list: "" + str(total_sum))
print(""Average of all elements in given list: "" + str(average))",A list of integers of length 5 is given. Calculate its sum and average.,x,1,20
1131,Control Structure,Optimize the following Python code for faster runtime performance,"for ___ in range(5):
    print(""Hello"", end=""\n"")","for i in range(5):
    print(""Hello"")",i,1,20
1140,Control Structure,"Write a code for sorting the words within a sentence, alphabetically.","""""""
Write a code for ___ the words within a sentence, alphabetically.
""""""

def sort_words_alphabetically(sentence):
    words = sentence.split()
    words.sort()
    return ' '.join(words)

if __name__ == '__main__':
    sentence = 'Python is a great language'
    print(sort_words_alphabetically(sentence))",Python is a great language,sorting,1,20
1157,Control Structure,Trace the recursive Fibonacci algorithm in Python and test its execution time for different values of n.,"import time 

def fib(n): 
 if ___<0: 
  print(""Incorrect input"") 
 elif n==1: 
  return 0
 elif n==2: 
  return 1
 else: 
  return fib(n-1)+fib(n-2) 

start = time.time() 

num = 10 
print(fib(num))

print(""Time taken:"", time.time()-start)",num = 10,n,1,20
1172,Control Structure,Author a Python program to check if a number is a palindrome.,"def isPalindrome(num):
  numStr = str(num)
  for ___ in range(0, len(numStr)//2):
    if numStr[i] != numStr[len(numStr)-i-1]:
      return False
  return True

print(isPalindrome(1991)) # Output: True",1991,i,1,20
1190,Control Structure,Write a Python script to extract all the values for a given key from a dictionary.,"def get_key_values(dictionary, key):
    return [value for ___, value in dictionary.items() if key == key]","dictionary = {
    'key1': 'val1',
    'key2': 'val2',
    'key3': 'val3',
    'key4': 'val4',
}",key,1,20
1228,Control Structure,Create a Python function for computing the Fibonacci sequence up to the nth number.,"def fibonacci(n):
    a, b = 0, 1
    for ___ in range(n):
        a, b = b, a + b
    return a

print(fibonacci(10)) # outputs 55",Number n: 10,_,1,20
1298,Control Structure,Generate a code to optimize the following program for better performance in Python.,"import random

random_list = [random.randint(0, 10) for ___ in range(10)]
unique_list = list(set(random_list))","random_list = []
for i in range(0, 10):
    random_list.append(random.randint(0, 10))

unique_list = []
for i in random_list:
    if i not in unique_list:
        unique_list.append(i)",_,1,20
1309,Control Structure,Write a Python program to compare two unordered lists to see if they are equal.,"def compare_lists(list1, list2):
    if ___(list1) != len(list2):
        return False
    if sorted(list1) == sorted(list2):
        return True
    return False","list1 = [3, 4, 5]
list2 = [4, 5, 3]",len,1,20
1322,Control Structure,Write a python program for binary search,"def binarySearch(arr, target):
    left = 0
    right = len(arr) - 1

    while ___ <= right:
        mid = (left + right) // 2

        if arr[mid] == target:
            return mid
        elif arr[mid] > target:
            right = mid - 1
        else:
            left = mid + 1
    return -1","[2, 5, 7, 9, 11, 15]",left,1,20
1324,Control Structure,Create a Python code to display the multiplication table for a number between,"for ___ in range(1, 11):
    print(""4 x"", i, ""="", 4*i)",Number: 4,i,1,20
1341,Control Structure,Create a Python program to check if a triangle is valid or not with the given values for its three sides.,"def is_valid_triangle(a, b, c): 
  
    # triangle should have 3 sides 
    if ___ + b <= c or a + c <= b or b + c <= a: 
        return False
  
    # sum of any two side should always be greater than third side 
    if a + b > c and a + c > b and b + c > a: 
        return True
    return False

is_valid_triangle(2, 2, 3)","a = 2
b = 2
c = 3",a,1,20
1353,Control Structure,Write a Python function for calculating factorials.,"def factorial(n):
    if ___ == 0:
        return 1
    else:
        return n * factorial(n-1)

number = 4
result = factorial(number)
print(result)",4,n,1,20
1397,Control Structure,Design a Python program for implementing a stack with the following methods.,"class Stack:
    def __init__(self):
        self.items = []

    def push(self, x): 
        self.items.append(x) 

    def pop(self): 
        if ___ self.is_empty():
            return self.items.pop()
        else:
            return None
        
    def is_empty(self): 
        return len(self.items) == 0","pop(), push(x), and is_empty().",not,1,20
1401,Control Structure,Compose a python program that can search a text document for a given word.,"def search_for_word(text_file, query_word):
    words = []

    with open(text_file, ""r"") as file:
        for ___ in file:
            words.extend(line.split())

    if query_word in words:
        return True
    else:
        return False","text_file=""text.txt""
query_word=""apple""",line,1,20
1447,Control Structure,can you provide a python for loop that prints out the product of two lists?,"list1 = [1, 2, 3]
list2 = [4, 5, 6]

for ___ in range(len(list1)):
    product = list1[i] * list2[i]
    print(product)","list1 = [1, 2, 3]
list2 = [4, 5, 6]",i,1,20
1477,Control Structure,Generate a Python program that searches for a given key in a dictionary.,"my_dict = {
 'name': 'John',
 'age': 26,
 'salary': 5000
}

find_key = 'name'

if ___ in my_dict:
 print(my_dict[find_key])",key: 'name',find_key,1,20
1548,Control Structure,Can you generate a greedy algorithm in Python for solving the coin change problem?,"def get_coins(coins, change):
	min_coins = change
	if ___ in coins:
		return [change]

	for i in [c for c in coins if c <= change]:
		num_coins = 1 + get_coins(coins, change-i)
		if len(num_coins) < min_coins:
			min_coins = num_coins
	return min_coins

# Test 
coins = [1, 6, 10]
change = 8
print(get_coins(coins, change)) # [1, 6, 1]","Coins = [1, 6, 10], Change = 8",change,1,20
1552,Control Structure,Create a script in Python for classifying the sentiment of a text. The script should be able to handle input of various lengths and should return a sentiment score (on a scale from -1 to +1) for the text.,"import nltk

def sentiment_analysis(text):
 tokens = nltk.word_tokenize(text)
 score = 0
 for ___ in tokens:
 tag = nltk.pos_tag(token)[0]
 if tag[1] == 'positive':
 score += 1
 else:
 score -= 1
 return score / len(tokens)",positive,token,1,20
1580,Control Structure,Develop a Python program to check if a given number is a power of two.,"def is_power_of_two(x):
  while ___ % 2 == 0 and x > 1:
    x = x / 2
  return x == 1

num = 16

print(is_power_of_two(num))",Number = 16,x,1,20
1598,Control Structure,"Create a function in Python to calculate the sum of squares for all numbers within a range given two integers, n and m.","def sum_of_squares(n, m):
    result = 0
    for ___ in range(n, m+1):
        result += i*i
    return result
  
print(sum_of_squares(n, m))","n = 4
m = 6",i,1,20
1638,Control Structure,Build a Python class to identify if a provided number is prime or composite.,"class PrimeNumber:
    def __init__(self, num):
        self.num = num

    def is_prime(self):
        for ___ in range(2, self.num):
            if(self.num % i == 0):
                return False
        return True

num = 10
obj = PrimeNumber(num)

if obj.is_prime():
    print(""Number is Prime"")
else:
    print(""Number is Composite"")",10,i,1,20
1654,Control Structure,Write a Python program to create a data visualization for a given dataset.,"import matplotlib.pyplot as plt

def create_visualizations(data):
 x = [x[0] for ___ in data]
 y = [x[1] for x in data]
 plt.plot(x, y, 'bo')
 plt.xlabel('Courses')
 plt.ylabel('Students')
 plt.title('Number of Students Enrolled in Courses')
 plt.show()",The dataset contains information about the number of students enrolled in various courses.,x,1,20
1683,Control Structure,Create a Python program to check if two lists have overlapping elements,"def has_overlapping(arr1, arr2):
    for ___ in arr1:
        if element in arr2:
            return True
    return False

A = [1,3,5,7]
B = [2,4,5,7]

result = has_overlapping(A, B)
print(result)","A = [1,3,5,7], B = [2,4,5,7]",element,1,20
1685,Control Structure,"Given input and output examples, create a classification model in Python that can predict the output for a given input.","def pred_model(inputs): 
  outputs=[]
  for ___ in inputs:
    outputs.append(i*2)
  return outputs
 
inputs = [1,2,3] 
outputs = pred_model(inputs) 
print(""Outputs:"", outputs)","Inputs: [1, 2, 3] 
Outputs: [2, 4, 6]",i,1,20
1698,Control Structure,Write a python program to check if a given number is prime or not.,"def is_prime(num):
    for ___ in range(2, num):
        if (num % i) == 0:
            return False
    return True

number = 27

if is_prime(number):
    print(str(number) + ' is a prime number.')
else:
    print(str(number) + ' is not a prime number.')",27,i,1,20
1721,Control Structure,Create a module in Python for validating a phone number.,"import re

phone_number = ""+1-800-867-5309""

phone_pattern = re.compile(r'^\+[1-9]\d{1,2}\-\d{3}\-\d{3}\-\d{4}$')

def validate_phone_number(phone_number):
    return phone_pattern.search(phone_number)

valid = validate_phone_number(phone_number)
if ___:
    print(""Valid Phone number"")
else:
    print(""Invalid Phone number"")","phone number = ""+1-800-867-5309""",valid,1,20
1726,Control Structure,Edit the following Python program such that it prints out the multiplication table for the given number n.,"n = 5

# printing the multiplication table
for ___ in range(1, 11): 
    print(n, 'x', i, '=', n * i)",n = 5,i,1,20
1738,Control Structure,Edit the given Python program to optimize its code for better performance,"#Function to calculate the sum of the natural numbers 
def sumOfNaturals(n): 
  
    #using Gauss formula
    if ___ % 2 == 0: 
        sum = (n//2)*(n+1) 
    else: 
        sum = (n//2)*(n+1) + (n+1)//2
  
    return sum","#Function to calculate the sum of the natural numbers 
def sumOfNaturals(n): 
  
    sum = 0
    for i in range(1, n+1): 
        sum += i 
  
    return sum",n,1,20
1741,Control Structure,Design a program in Python for computing the average height of a group of people.,"def average_height(lst):
    total = 0
    for ___ in lst:
        total += height
    
    return total / len(lst)

result = average_height([1.78, 1.90, 1.75, 1.82])
print(result)","[1.78, 1.90, 1.75, 1.82]",height,1,20
1777,Control Structure,"Analyze the input provided and generate a function in Python that returns ""Invalid input"" if the input is not a valid integer number, or returns the number of digits in the input number otherwise.","def count_digits(inp):
    if ___ isinstance(inp, int):
        return ""Invalid input""
    else:
        return len(str(inp))",212,not,1,20
1791,Control Structure,Create a function in Python that determines if a given number is an Armstrong number or not.,"def isArmstrongNumber(number):
  num_str = str(number)
  result = 0
  power = len(num_str)

  for ___ in num_str:
    result += int(c) ** power

  if result == number:
    return True
  else:
    return False

if isArmstrongNumber(371):
  print('It is an Armstrong number.')
else:
  print('It is not an Armstrong number.')",371,c,1,20
1826,Control Structure,Write an expression in python to check if a given number is prime,"def is_prime(number):
    if ___>1:
        for i in range(2,number):
            if number%i==0:
                return False
    else:
        return False
    return True
print(is_prime(number))",number = 15,number,1,20
1852,Control Structure,"Given two number arrays A and B, write a Python function to check if each element in A also exists in B","def check_equality(arr1, arr2):
    for ___ in arr1:
        if num not in arr2:
            return False
    return True

A = [1, 2, 3]
B = [2, 3, 4]

result = check_equality(A, B)
print(result)","A = [1,2,3], B = [2,3,4]",num,1,20
1869,Control Structure,Convert the following for loop into a recursive function in Python.,"def printRange(start, end):
    if ___ == end:
        return
    print(start)
    printRange(start+1, end)

printRange(0, 5)","for i in range(5):
    print(i)",start,1,20
1892,Control Structure,Design a positive feedback loop for the following python program.,"for ___ in range(10):
    print(""hello"")
    i += 1
    if i == 10:
        print(""You've got it!"")","for i in range(10):
    print(""hello"")",i,1,20
1899,Control Structure,Create a Python program to scrape a search engine for the top 10 results on a given query.,"import requests
from bs4 import BeautifulSoup

url = 'https://www.google.com/search?q=best+movies+of+2019&num=10'

response = requests.get(url)
soup = BeautifulSoup(response.text, 'html.parser')

results = soup.find_all('div', class_='rc')

for ___ in results:
 title = result.find('h3').text
 print(title)","Search query: ""best movies of 2019""",result,1,20
1914,Control Structure,Write a Python program to search for a given element in multiple lists,"def search_elem(my_list1, my_list2, elem):
    for ___ in [my_list1, my_list2]:
        found = False
        for val in list:
            if val == elem:
                found = True
                break
        if found:
            return True
    return False

found = search_elem(my_list1, my_list2, elem)
print(found)","my_list1 = [2, 3, 4, 5]
my_list2 = [7, 9, 5]
elem = 5",list,1,20
1922,Control Structure,Create a python program for identifying if a given number is prime or not.,"def is_prime(num): 
    if ___ < 2: 
        return False
  
    for i in range(2, num): 
        if num % i == 0: 
            return False
  
    return True
  
# Example 
number = 10
  
if is_prime(number): 
    print(number, ""is a prime number"") 
else: 
    print(number, ""is not a prime number"")",Use number 10 as an example.,num,1,20
1934,Control Structure,"Create a Python function that takes two lists, compare them, and return True if both lists are identical and False if they differ.","def compare_lists(list1, list2):
    if ___(list1) != len(list2):
        return False

    for i in range(len(list1)):
        if list1[i] != list2[i]:
            return False

    return True","list1 = [1, 2, 3]
list2 = [1, 2, 3]",len,1,20
1944,Control Structure,Create a program in Python that uses a for loop to output the division of two numbers.,"for ___ in range(2):
    print(5/3)","Number 1: 5 
Number 2: 3",i,1,20
2069,Control Structure,Write a Bash script to check if a specific program is installed on the current system.,"#!/usr/bin/env bash

if ___ -p python &> /dev/null; then
  echo 'Python is installed!'
else 
  echo 'Python is not installed!'
fi",Program Name = Python,type,1,20
2135,Control Structure,Create a method in Python that returns the result for the factorial of a given number.,"def factorial(n): 
    if ___ == 0:
        return 1
    else:
        return n*factorial(n-1) 

x = 5
result = factorial(x) 
print(result) 

# Output: 
120",5,n,1,20
2165,Control Structure,Develop a python program for,"def filter_vowel_strings(string_list):
    vowels = ('a', 'e', 'i', 'o', 'u')
    filtered_list = []
    for ___ in string_list:
        if string.startswith(vowels):
            filtered_list.append(string)
    return filtered_list",Filter a given list of strings to only include strings that start with vowels.,string,1,20
2197,Control Structure,Write a Python program to check if the given matris is a symmetric matrix.,"def is_symmetric(a):
    n = len(a)
    for ___ in range(n):
        for j in range(n):
            if a[i][j] != a[j][i]:
                return False
    return True

A = [[1,2,3],
    [-2,0,4],
    [3,-4,5]]
print(is_symmetric(A))","A = [[1,2,3],
    [-2,0,4],
    [3,-4,5]]",i,1,20
2307,Control Structure,Develop an algorithm in Python to find the minimum number of coins needed to make change for a given amount,"def minCoinChange(n):
    coins = [1, 2, 5]
    mins = [0]+ [float('inf')]*n
    for ___ in coins:
        for i in range(c, n+1):
            mins[i] = min(mins[i], mins[i-c]+1)
    return mins[n]
    
print(minCoinChange(n))",n = 5,c,1,20
2327,Control Structure,Write a Python script to detect if two strings contain the same characters. Output should be true or false.,"def is_permutation(s1, s2):
    s1_list = list(s1)
    s2_list = list(s2)
    s1_list.sort()
    s2_list.sort()
    if ___ == s2_list:
        return True
    else:
        return False

print(is_permutation(""abc"", ""bca"")) # True","s1 = ""abc""
s2 = ""bca""",s1_list,1,20
2330,Control Structure,Generate a Python algorithm to check if a given word is a palindrome.,"def isPalindrome(word): 
    left, right = 0, len(word) - 1
    while ___ >= left: 
        if not word[left] == word[right]: 
            return False
        left += 1
        right -= 1
    return True",madam,right,1,20
2357,Control Structure,Translate a Java loop into a while loop in Python.,"i = 1
while ___ <= 10:
    print(""Hello World"")
    i += 1","for (int i=1; i<=10; i++)
    System.out.println(""Hello World"");",i,1,20
2360,Control Structure,Create a Python script for formatting a sentence.,"def format_sentence(sentence):
    sentence = sentence.split()
    sentence = [word.capitalize() for ___ in sentence]
    return ' '.join(sentence)

print(format_sentence(""He went to the store""))",He  went  to the store,word,1,20
2363,Control Structure,"Implement a Python function called “check_prime” which takes an integer as an argument and returns True if the number is prime, and False otherwise.","def check_prime(n):
 if ___ == 1:
 return False

 for i in range(2, int(n ** 0.5) + 1):
 if n % i == 0:
 return False

 return True",check_prime(125),n,1,20
2383,Control Structure,Write a Python program to do a brute force search for a pair of elements which sum to a given target value.,"# brute force search algorithm
def brute_force_search(arr, target):
	for ___ in range(len(arr)):
		for j in range(len(arr)):
			if arr[i] + arr[j] == target:
				return arr[i], arr[j]
	return None

# test the algorithm
target = 8
lst = [1, 3, 4, 5, 6, 7]
print(brute_force_search(lst, target))

Output:
pair = (3, 5)","[1, 3, 4, 5, 6, 7], 8",i,1,20
2390,Control Structure,Create a Python code to check if a single integer is a prime number,"def is_prime(number):
    if ___ <= 1:
        return False

    for i in range(2, number):
        if number % i == 0:
            return False
    return True",int number = 11,number,1,20
2391,Control Structure,Create a program in Python to check for palindrome numbers.,"def palindrome(num):
    num = str(num)
    if ___ == num[::-1]:
        print(num + "" is a palindrome number"")
    else: 
        print(num + "" is not a palindrome number"")

palindrome(121)
// Output: 121 is a palindrome number",121,num,1,20
2423,Control Structure,Debug the following Python code and make it functional (read the instructions for the code).,"def factorial(n):
 if ___ == 0:
    return 1
 else:
 return n * factorial(n - 1)

# call the method
print(factorial(5))","def factorial(n):
 if n == 0:
    return 1
 else:
 return n * factorial(n - 1)
factorial(5)",n,1,20
