question_id,material,instruction,template,input,correct_answer,attempts,duration
556,Introduction Python,Compose a Python program to print the first hundred odd numbers.,"# declaring an empty list
odds = []

# looping for a range of 1 to 100
for n in range(1,101):
# check if the number is odd
 if n % 2 != 0:
  # add the odd numbers to the list
  odds.append(n)

# print the list
print(___)",Not appliable,odds,1,20
599,Introduction Python,Create a for-loop in Python to print a list of strings that contain only the vowels from a given list of strings.,"for word in words:
    vowels = """"
    for x in word:
        if x in ('a', 'e', 'i', 'o', 'u'):
            vowels += x
    print(___)","words = [""apple"", ""bear"", ""cat"", ""dog""]",vowels,1,20
650,Introduction Python,Optimize an existing Python code snippet to print all even numbers between 1 and 10.,"num = 0
while num<=10:
    if num % 2 == 0:
        print(___)
    num+=1","num = 1
while num<=10:
    print(num)
    num+=1",num,1,20
671,Introduction Python,Create a function in Python to print Pascal's Triangle of a given number of rows.,"def pascal_triangle(n):
    triangle = []

    for i in range(n):
        row = [1] * (i+1)
        triangle.append(row)

        for j in range(1,i):
            row[j] = triangle[i-1][j-1] + triangle[i-1][j]

    for row in triangle:
        print(___)

pascal_triangle(6) 
# Output: [1]
# [1, 1]
# [1, 2, 1]
# [1, 3, 3, 1]
# [1, 4, 6, 4, 1]
# [1, 5, 10, 10, 5, 1]",6,row,1,20
783,Introduction Python,Create a Python program to sort and print out the elements of an array of integers.,"arr = [17, 41, 5, 22, 54, 6, 29, 3, 13]

arr.sort()

print(___)

# Output: [3, 5, 6, 13, 17, 22, 29, 41, 54]","[17, 41, 5, 22, 54, 6, 29, 3, 13]",arr,1,20
859,Introduction Python,Create a python script to print the following output with the help of list and dictionary.,"name = {
    ""Harry""
}
age = {
    23
}
country = {
    ""India""
}

data_list = [name, age, country]

for item in data_list:
    print(___)","{
    ""Name"": ""Harry"",
    ""Age"": 23,
    ""Country"": ""India""
}",item,1,20
877,Introduction Python,Create a script in Python to print the squares of all numbers in the given list.,"for n in [1, 2, 3, 4, 5]:
 print(___)","[1, 2, 3, 4, 5]",n**2,1,20
894,Introduction Python,Write a Python program to print a calendar of the given month and year,"import calendar

c = calendar.TextCalendar(calendar.SUNDAY)
str = c.formatmonth(year, month)
print(___)","month = 11
year = 2020",str,1,20
950,Introduction Python,Develop a Python code to print the pairs of the numbers in the given list which adds up to the given target number.,"def pairs_adding_to_target(nums, target): 
 
	result = [] 
	for i in range(0, len(nums)): 
		for j in range(i+1, len(nums))	: 
			if nums[i] + nums[j] == target:	 
				result.append([nums[i], nums[j]]) 
	return result 

result = pairs_adding_to_target([1, 5, 9, 4], 10)
print(___)","[1, 5, 9, 4], 10",result,1,20
1067,Introduction Python,Add code in python to the given argument to iterate over a list of numbers and print the even numbers.,"# Iterate over numbers
for num in [1,2,3,4,5]:
  # Check for even
  if(num % 2 == 0):
    # Print the even numbers
    print(___)","[1,2,3,4,5]",num,1,20
1077,Introduction Python,Write a Python function to print prime numbers between two given numbers.,"def print_prime_numbers_between_two_numbers(low, high): 
    for numb in range(low,high + 1): 
        if numb > 1: 
            for i in range(2,numb): 
                if (numb % i) == 0: 
                    break
            else: 
                print(___) 

#calling the function
print_prime_numbers_between_two_numbers(5, 10)","low = 5, high = 10",numb,1,20
1088,Introduction Python,Create a Python program to print out the prime numbers between the given input range.,"def print_primes(min, max):
  for num in range(min, max+1):
    if num > 1:
      for i in range(2, num):
        if (num % i) == 0:
          break
      else:
        print(___)
  
# Driver Code
min = 1
max = 10

print_primes(min, max)

# Output:
# 2
# 3
# 5
# 7","min = 1
max = 10",num,1,20
1133,Introduction Python,Construct a for loop in Python to print the characters in a string.,"for char in ""Hello World"":
    print(___)","""Hello World""",char,1,20
1151,Introduction Python,Write a python program to print the elements in a list which are not repeated more than once.,"result = []
for ele in list:
    if list.count(ele) == 1:
        result.append(ele)
print(___) # Output: [1, 4]","[1, 2, 3, 2, 4, 2, 3]",result,1,20
1181,Introduction Python,Create a for loop statement in Python to iterate over a list and print the each item in the list.,"for i in [1,2,3,4,5]:
    print(___)","[1,2,3,4,5]",i,1,20
1364,Introduction Python,Create a for loop in python to print all the items in the given list.,"for item in List:
    print(___)","List = [1, 2, 3, 4]",item,1,20
1394,Introduction Python,Create a Python program to parse a CSV string and print each row in a readable format.,"import csv 
  
csvString = ""John Doe, 22, ABC Street, 07777\nMary Smith, 26, XYZ Street, 02222""
  
# Convert CSV String to List
csvList = csvString.split('\n')
  
# Print each Row of CSV 
for row in csvList: 
    print(___)","CSVString = ""John Doe, 22, ABC Street, 07777\nMary Smith, 26, XYZ Street, 02222""",row,1,20
1463,Introduction Python,Generate Python code to print the first ‘n’ elements of the Fibonacci series.,"def print_fibonacci_series(n):
    a, b = 0, 1
    for i in range(n):
        print(___)
        a, b = b, a + b

print_fibonacci_series(7)",7,a,1,20
1570,Introduction Python,"Given a list of strings, write a Python code snippet to print all strings that begin with a letter 'a'.","for item in [""apple"", ""banana"", ""orange"", ""avocado""]:
 if item.startswith('a'):
 print(___)

# Output:
apple
avocado","[""apple"", ""banana"", ""orange"", ""avocado""]",item,1,20
1619,Introduction Python,Write a Python program to print the count of all even numbers in the given list.,"my_list = [1, 2, 3, 4, 5, 6, 7, 8]

count = 0
for i in my_list:
    if i % 2 == 0:
        count += 1

print(___)","my_list = [1, 2, 3, 4, 5, 6, 7, 8]",count,1,20
1673,Introduction Python,"Create a python program to accept two inputs from the user, a number and a string, and print the string the given number of times.","num = int(input(""Enter a number: ""))
string = input(""Enter a string: "")

for i in range(num):
 print(___)","3, Hello",string,1,20
1712,Introduction Python,Modify the provided Python program to print out the numbers from 1 to 10,"for i in range(1, 11):
    print(___)","for i in range(11):
    print(i)",i,1,20
1725,Introduction Python,Generate a Python function to print a pattern of stars,"def starPattern(n):
    # outer loop to handle number of rows
    for i in range(0, n):
        # inner loop to handle number of columns
        for j in range(0, i + 1):
            # printing stars
            print(""* "", end="""")
        # ending line after each row
        print(___)

# Driver code
n = 5
starPattern(n)",n = 5,"""\r""",1,20
1746,Introduction Python,Create a basic Python script that converts all strings in a given dictionary to uppercase.,"d = {""name"": ""John"", ""age"": 45, ""location"": ""San Francisco""}
for key in d:
 d[key] = str(d[key]).upper()

print(___)
# Output: {""name"": ""JOHN"", ""age"": 45, ""location"": ""SAN FRANCISCO""}","{""name"": ""John"", ""age"": 45, ""location"": ""San Francisco""}",d,1,20
1810,Introduction Python,"Make a program in Python to print a staircase of height 'n', where n is an integer.","def staircase(n): 
    for i in range(0, n): 
        for j in range(0, n - i - 1): 
            print(end="" "") 
        for j in range(0, i + 1): 
            print(""#"", end="""") 
        print(___) 
  
# Driver code 
n = 5
staircase(n)",5,"""\r""",1,20
1836,Introduction Python,Create a for-loop in Python to iterate over a list and print each element.,"words = [""these"", ""are"", ""some"", ""words""]
for word in words:
  print(___)","words = [""these"", ""are"", ""some"", ""words""]",word,1,20
1864,Introduction Python,Use Python to calculate and print the sum of values in an array.,"arr = [1,2,3,4,5] 
sum = 0
for i in arr: 
    sum+=i 
    print(___)

# Output 
# 15","[1,2,3,4,5]",sum,1,20
1913,Introduction Python,Create a function in Python to print all the prime numbers in an array.,"def print_primes(arr):
    for i in arr:
        if i > 1:
            for j in range(2,i):
                if (i % j) == 0:
                    break
            else:
                print(___)

print_primes(array)","array = [2, 4, 6, 7, 11, 15]",i,1,20
1986,Introduction Python,Write a function in Python to print every other element in a list.,"def print_every_other(lst):
 for i in range(0, len(lst), 2):
 print(___)","[1, 2, 3, 4, 5]",lst[i],1,20
2030,Introduction Python,Generate a Python program to iterate over a list of numbers and print out only the even numbers.,"for num in [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]:
 if num % 2 == 0:
 print(___)","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",num,1,20
2060,Introduction Python,Generate a Python function to print all the even numbers from 0 to a given number.,"def print_even_numbers(n):
    for i in range(0, n+1):
        if i % 2 == 0:
            print(___)

print_even_numbers(10)",10,i,1,20
2091,Introduction Python,Implement a function in Python to print all the uppercase letters from a given string.,"def print_uppercase(s):
    for c in s:
        if c.isupper():
            print(___)

print_uppercase(""Hello World"")
# Output:
# H
# W","String: ""Hello World""",c,1,20
2126,Introduction Python,Construct a nested loop in Python to print out the following elements in a new line.,"for x in [1,2,3]:
  for y in [4,5,6]:
      for z in [7,8,9]:
          print(___)","[1,2,3], [4,5,6], [7,8,9]","x,y,z",1,20
2206,Introduction Python,Create a basic Python application to return the similarity between two strings using fuzzywuzzy.,"# Import the necessary modules
import fuzzywuzzy 
from fuzzywuzzy import process

# The two strings to compare 
str1 = 'Apple'
str2 = 'Apples'

# Compare the two strings
score = fuzzywuzzy.fuzz.ratio(str1, str2)

# Print the similarity score
print(___)

# Output 
100","The two strings are: ""Apple"" and ""Apples"".",score,1,20
2249,Introduction Python,Write a basic web scraper in Python using the BeautifulSoup library. The scraper should take as input a URL and output the text on the page.,"import requests
from bs4 import BeautifulSoup

url = ""https://en.wikipedia.org/wiki/Web_scraping"" 
response = requests.get(url)
soup = BeautifulSoup(response.text, 'html.parser')

text = soup.find_all('p')
for t in text:
    print(___)",Input URL: https://en.wikipedia.org/wiki/Web_scraping,t.text,1,20
2336,Introduction Python,Design a Python program to print out all possible permutations of a 3 character string.,"def permutation(str):
    if len(str) == 0:
        return []
    if len(str) == 1:
        return [str]
    l = [] 
    for i in range(len(str)):
       m = str[i] 
       remLst = permutation(str[:i] + str[i+1:])
       for p in remLst:
           l.append(m + p)
    return l

string = 'ABC'
l = permutation(string)
for s in l:
    print(___)",ABC,s,1,20
2474,Introduction Python,Write a Python program to loop through a list and print each element of the list.,"for x in [1, 2, 3, 4]:
    print(___)","[1, 2, 3, 4]",x,1,20
2503,Introduction Python,Create a Python script to loop over a list of numbers and print out each value if it is greater than five.,"def loop_list(list):
    for i in list:
        if i > 5:
            print(___)","list = [1, 2, 3, 4, 5, 6, 7, 8]",i,1,20
2589,Introduction Python,Create a basic web scraper in Python to parse HTML.,"#import library
import bs4

#store HTML data
html_data = '<p>This is some text</p><a href='www.example.com/'>Click Here</a>'

#parse HTML data
soup = bs4.BeautifulSoup(html_data, 'html.parser')

#get all tags
all_tags = soup.find_all()

#print result
for tag in all_tags:
 print(___)",<p>This is some text</p><a href='www.example.com/'>Click Here</a>,tag,1,20
2607,Introduction Python,Create an optimized Python program to print all prime numbers in a given range.,"def is_prime(n):
    if n <= 1:
        return False
  
    for i in range(2, n):
        if n % i == 0:
            return False
  
    return True
 
start = 4
end = 15
 
for num in range(start, end+1):
   if is_prime(num):
       print(___)",Apr-15,num,1,20
2628,Introduction Python,Create a basic script in Python that can automatically sort a list of items by price.,"items.sort(key=lambda x: x['price'])

print(___)
# Output:
[{'name': 'Sprite', 'price': 1.99},
{'name': 'Pepsi', 'price': 2.99},
{'name': 'Coca Cola', 'price': 3.99}]","items = [
    {
        'name': 'Sprite',
        'price': 1.99
    },
    {
        'name': 'Coca Cola',
        'price': 3.99
    },
    {
        'name': 'Pepsi',
        'price': 2.99
    }
]",items,1,20
2648,Introduction Python,Create a Python program to search through a list of names and print out any names that contain the letter 'a'.,"names = [""John"", ""Paul"", ""George"", ""Ringo"", ""Adam"", ""Peter"", ""Alice"", ""Karen"", ""Jerry""]

for name in names:
 if 'a' in name:
 print(___)

# Output
Adam
Alice
Karen","names = [""John"", ""Paul"", ""George"", ""Ringo"", ""Adam"", ""Peter"", ""Alice"", ""Karen"", ""Jerry""]",name,1,20
2688,Introduction Python,Implement a Python parser to print return a list of words from a given string.,"def parse_words(string):
    words = []

    for word in string.split("" ""):
        words.append(word.strip(""!,.? \n\t\r\""\'-""))
    return words

result = parse_words(""Hello, World!"")
print(___)
##
Output: ['Hello', 'World']","""Hello, World!""",result,1,20
2693,Introduction Python,"Create an algorithm in Python to print the numbers from 1 to n in increasing order, except for any numbers which are divisible by 3 should be printed as ""Fizz"".","def fizz(n):
    for i in range(1, n+1):
        if i % 3 == 0:
            print(___)
        else:
            print(i)

#example
fizz(20) # prints 1, 2, Fizz, 4, 5, Fizz, 7, 8, Fizz, 10, 11, Fizz, 13, 14, Fizz, 16, 17, Fizz, 19, 20",`n = 20`,"""Fizz""",1,20
2741,Introduction Python,Generate a Python program to print all possible permutations of a given string.,"from itertools import permutations 
  
# Get all permutations of length 2 
# and length 2 
perm = permutations(""ABC"", 2) 
  
# Print the obtained permutations 
for i in list(perm): 
    print(___) 

# Get all permutations of length 3 
# and length 3 
perm = permutations(""ABC"") 
  
# Print the obtained permutations 
for i in list(perm): 
    print(i)","Input string: ""ABC""",i,1,20
2776,Introduction Python,Write a Python script to print out all prime numbers in a given list.,"import math

def is_prime(n):
    for i in range(2, int(math.sqrt(n))+1):
        if n % i == 0: 
            return False
    return True

input_list = [4, 15, 22, 50, 119]

for num in input_list:
    if is_prime(num):
        print(___)

# Output: 
# 4
# 15
# 50
# 119","[4, 15, 22, 50, 119]",num,1,20
2840,Introduction Python,Create a Python function to print out all the prime numbers between two integers.,"def print_primes(start, end):
 for n in range(start, end + 1):
 if is_prime(n):
 print(___)
 
def is_prime(n):
 if n <= 1:
 return False
 elif n <= 3:
 return True
 elif (n % 2 == 0) or (n % 3 == 0):
 return False
 
 i = 5
 while i ** 2 <= n:
 if (n % i == 0) or (n % (i + 2) == 0):
 return False
 i += 6
 
 return True

print_primes(10, 25)","start = 10, end = 25",n,1,20
2910,Introduction Python,Write a Python program to print out all possible pairs of two lists.,"for i in list1:
    for j in list2:
        print(___)

# Output:
# (1, 'a')
# (1, 'b')
# (1, 'c')
# (2, 'a')
# (2, 'b')
# (2, 'c')
# (3, 'a')
# (3, 'b')
# (3, 'c')","list1 = [1, 2, 3]
list2 = ['a', 'b', 'c']","i,j",1,20
2917,Introduction Python,Create a for loop in Python to iterate over a list of numbers and print only the even numbers.,"for num in my_list:
    if num % 2 == 0:
        print(___)","my_list = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",num,1,20
2935,Introduction Python,Optimize the following Python code to print the numbers in reverse.,"for i in reversed(range(1,11)):
    print(___)","for i in range(1,11):
    print(i)",i,1,20
2984,Introduction Python,Write a Python program to print the key of the element in a dictionary that has the maximum value.,"dictionary = {'a': 3, 'b': 6, 'c': 9, 'd': 12}

max_value = max(dictionary.values())
for key, value in dictionary.items():
 if value == max_value:
 print(___)","{'a': 3, 'b': 6, 'c': 9, 'd': 12}",key,1,20
3021,Introduction Python,Write a Python script to print all prime numbers from 1 to n,"def print_primes(n):
    for num in range(2, n+1):
        for i in range(2, num):
            if (num % i) == 0:
                break
        else:
            print(___)

print_primes(10)",n = 10,num,1,20
3050,Introduction Python,Write a Python program to traverse a two-dimensional array and print each row.,"def traverse_2d_list(list2d):
    for row in list2d:
        print(___)","[
    [1, 2, 3],
    [4, 5, 6]
]",row,1,20
3101,Introduction Python,Generate a Python program to print the most popular item in a list.,"from collections import Counter

def most_popular(arr):
    cnt = Counter()
    for number in arr:
        cnt[number] += 1
    return cnt.most_common(1)[0][0]

result = most_popular([1, 5, 9, 1, 4, 5, 9])
print(___)","A list of integers [1, 5, 9, 1, 4, 5, 9]",result,1,20
3236,Introduction Python,Generate a Python program to print a square matrix of size n containing the numbers from 11 to n*n.,"n = 3

output_matrix = [[0 for x in range(n)] for y in range(n)] 
  
num = 1
  
for i in range (0, n):    
 for j in range(0, n):     
 output_matrix[i][j] = num    
 num = num + 1    
  
for i in range(0, n):
 for j in range(0, n):
 print(output_matrix[i][j], end = "" "")
 print(___)",3,"""""",1,20
3245,Introduction Python,Design a FOR loop algorithm in Python to print all numbers starting from one to the given number.,"for i in range(1, 11): 
    print(___)",10,i,1,20
3250,Introduction Python,"Create a Python program to determine if a given string is a palindrome and if so, print it.","# Function to check if a string is a palindrome
def isPalindrome(s):
 # Reverse the string
 rev_s = s[::-1]

 # Check if the string is the same as its reverse
 if (s == rev_s):
 return True
 return False

# Driver code
s = 'racecar'

# Check if the given word is a palindrome
if (isPalindrome(s)):
 print(___)","String = ""racecar""",s,1,20
3369,Introduction Python,Develop a Python script to print out the prime numbers up to a given limit.,"def is_prime(n):
 if n == 1:
 return False
 for i in range(2, n):
 if n % i == 0:
 return False
 return True

# Print out prime numbers from 1 to 100
limit = 100

for i in range(1, limit+1):
 if is_prime(i):
 print(___)",An integer limit of 100.,i,1,20
3371,Introduction Python,Create a Python function to print all elements in a nested list.,"def print_elements(nested_list):
    
    for item in nested_list:
        if type(item) == list:
            print_elements(item)
        else:
            print(___)

print_elements(nested_list)","nested_list = [1, [2, 3], 4, [[5, 6], 7], 8, [9]]",item,1,20
3399,Introduction Python,Generate a Python code which calls a function to print the following array?,"arr = [1,3,7,9,10]

def print_array(arr):
    '''This function prints the elements of an array'''
    for ele in arr:
        print(___)

print_array(arr)","[1,3,7,9,10]",ele,1,20
3447,Introduction Python,Write a Python program to print out the even numbers in the given list.,"#Print out even numbers from the given list
for num in list:
    if (num % 2 == 0):
        print(___)","list = [1, 4, 5, 6, 7, 8]",num,1,20
3468,Introduction Python,Create a for loop in Python to print out the numbers in a given list in reverse order.,"list = [1,2,3,4,5]
for i in reversed(list):
    print(___)","[1,2,3,4,5]",i,1,20
3532,Introduction Python,Modify the following python code to print the count of values greater than 5.,"data = [1,2,3,4,5,6,7,8,9]

count = 0
for value in data:
  if value > 5:
    count += 1

print(___)","data = [1,2,3,4,5,6,7,8,9]",count,1,20
3584,Introduction Python,Generate a Python program to print the elements of a given array in reverse order.,"def print_reverse(arr):
    for i in range(len(arr)-1, -1, -1):
        print(___)","arr = [3, 7, 2, 5]",arr[i],1,20
3607,Introduction Python,Suggest a completion of the following Python code to print all perfect squares between 25 and 45.,"for n in range(25, 46):
    if n ** 0.5 == int(n ** 0.5):
        print(___)",for n in range():,n,1,20
3686,Introduction Python,Write a Python code fragment to print all the leap years between two years.,"for year in range(start_year, end_year+1):
    if year % 4 == 0 and (year % 100 != 0 or year % 400 == 0):
        print(___)","start_year = 2010
end_year = 2020",year,1,20
3717,Introduction Python,Design a loop in Python to iterate over the elements of a list and print the elements in reverse order.,"my_list = [10, 15, 20]
for i in my_list[::-1]:
    print(___)","[10, 15, 20]",i,1,20
3724,Introduction Python,"Generate a class in Python, implementing the __init__ and __str__ methods to initialize a variable and print its value.","class Person:
    def __init__(self, name):
        self.name = name

    def __str__(self):
        return self.name

p = Person('John Doe')
print(___)","name = ""John Doe""",p,1,20
3787,Introduction Python,Create a Python program to read in a list of items and print them out in reverse order.,"my_list = [""Apple"", ""Pear"", ""Banana"", ""Orange""]

for item in reversed(my_list):
 print(___)","[""Apple"", ""Pear"", ""Banana"", ""Orange""]",item,1,20
3932,Introduction Python,Edit the given Python code to add a feature which will print the squares of given numbers.,"def printNumbers(a, b): 
    for i in range(a, b + 1): 
        print(i, end = "" "") 
    print(___)
    for i in range(a, b + 1):
        print(i*i, end = "" "")","def printNumbers(a, b): 
    for i in range(a, b + 1): 
        print(i, end = "" "")","""\n""",1,20
4036,Introduction Python,Please provide Python code to print out all the prime numbers in a list of numbers.,"def is_prime(num):
  for i in range(2, num):
    if num % i == 0:
      return False
  return True

list_of_numbers = [2, 3, 4, 5, 6, 7, 8, 9, 11] 
for i in list_of_numbers:
  if is_prime(i):
    print(___)","list_of_numbers = [2, 3, 4, 5, 6, 7, 8, 9, 11]",i,1,20
4160,Introduction Python,Create a Python script to print the first n even numbers.,"n = 10

for i in range(1, n+1):
 if i % 2 == 0:
 print(___)",n = 10,i,1,20
4211,Introduction Python,Generate a Python script to print all the prime numbers in a given range.,"for n in range(2, 21): 
   if n > 1: 
       for i in range(2, n//2 + 2): 
           if (n % i) == 0: 
               break
       else: 
           print(___)",Range = 2 to 20,n,1,20
4314,Introduction Python,Modify a basic Python algorithm to increase the speed of the program.,"def faster_sum(arr):
 total = 0
 # looping over the array and adding the elements
 # to the variable total
 for i in range(0, len(arr)):
 total += arr[i]
 return total

list_of_numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]

# using the faster_sum() function
result = faster_sum(list_of_numbers)
print(___)","list_of_numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",result,1,20
4363,Introduction Python,Create a Python script to iterate over a list of words and print them out one by one.,"for word in ['cat', 'dog', 'bird']:
    print(___)","['cat', 'dog', 'bird']",word,1,20
4398,Introduction Python,Write a Python program to concatenate two strings and print the combined string.,"string1 = 'I love'
string2 = 'Programming'

output = string1 + string2

print(___)

# Output
I love Programming","The two strings are - ""I love"", ""Programming"".",output,1,20
4407,Introduction Python,"Write a Python program to print all the numbers from 1 to n (inclusive), where n is a given number.","for i in range(1, n+1): 
 print(___)",n = 20,i,1,20
4457,Introduction Python,Generate a Python code to print all the animal types entered in a list,"animal_list = [""dog"", ""cat"", ""mouse"", ""snake""] 

for animal in animal_list:
    print(___)","[""dog"", ""cat"", ""mouse"", ""snake""]",animal,1,20
4507,Introduction Python,"Come up with a python program to join two strings x and y, and then print the resulting combined string.","x = ""Hello""
y = ""World""

result = x + y
print(___)","x = ""Hello""; y = ""World""",result,1,20
4548,Introduction Python,"In Python, create a function to check if a given number is prime, and then print out all prime numbers between 0 and that number.","def is_prime(number):
    if number <= 1:
        return False
    for i in range(2, number):
        if number % i == 0:
            return False
    return True

def print_primes(upper_limit):
    for i in range(2, upper_limit+1):
        if is_prime(i):
            print(___)

print_primes(25)",Number : 25,i,1,20
4585,Introduction Python,Generate a Python script to print the elements of a list in reverse order.,"my_list = [1, 2, 3, 4, 5]

for i in reversed(my_list):
    print(___)","[1, 2, 3, 4, 5]",i,1,20
4595,Introduction Python,Modify the following Python code to print the sum of the elements in a given list (without using the sum() function).,"my_list = [1, 5, 4, -3, 10]

total = 0

for num in my_list:
 total += num

print(___) # prints 17","my_list = [1, 5, 4, -3, 10]",total,1,20
4603,Introduction Python,"Write a Python code snippet to search and print all items in the list that starts with substring ""java"".","arr = [""python"", ""c++"", ""java"", ""java-script""]

result = []
for item in arr:
    if item.startswith(""java""):
        result.append(item)
print(___)","arr = [""python"", ""c++"", ""java"", ""java-script""]",result,1,20
4652,Introduction Python,Create a Python script to generate 10 random numbers and print their sum.,"import random

nums = random.sample(range(100), 10)
total = 0

for num in nums:
    total += num

print(___)",<noinput>.,total,1,20
4714,Introduction Python,Update the given Python program to print the result in reverse order.,"numbers = [1, 2, 3, 4, 5, 6]

for x in reversed(numbers):
    print(___)","numbers = [1, 2, 3, 4, 5, 6]",x,1,20
4767,Introduction Python,Examine a given Python program and modify it to only print out characters which are palindromes.,"my_string = ""I like mangoes""

for char in my_string:
	if char == char[::-1]:
		print(___)","my_string = ""I like mangoes""",char,1,20
4775,Introduction Python,Create a loop in Python to print every permutation of a list of strings.,"import itertools 
  
# list of strings 
list_of_strings = [""Hello"", ""World"", ""Foo"", ""Bar""] 
  
# using itertools 
# to get the permutations 
permutations = itertools.permutations(list_of_strings) 
  
# printing permutations 
for i in list(permutations): 
    print(___)","[""Hello"", ""World"", ""Foo"", ""Bar""]",i,1,20
4818,Introduction Python,Generate a Python program to print all odd numbers from an array of integers.,"def printOddNumbers(array):
  for number in array:
    if number % 2 != 0:
      print(___)

array = [3, 5, 7, 10, 15]
printOddNumbers(array)","[3, 5, 7, 10, 15]",number,1,20
4858,Introduction Python,Create a Python function to print the Fibonacci series up to a given range.,"def Fibonacci(n): 
    if n<0: 
        print(""Incorrect input"") 
    # First Fibonacci number is 0 
    elif n==1: 
        return 0
    # Second Fibonacci number is 1 
    elif n==2: 
        return 1
    else: 
        return Fibonacci(n-1)+Fibonacci(n-2) 
   
# Driver Program 
result = []
for i in range(1,10): 
    result.append(Fibonacci(i))
    
print(___)",range: 10,result,1,20
4965,Introduction Python,Generate a code that will print out all substrings of a given string.,"def substrings(s):
    sub_str_list = []
    for i in range(len(s)):
        for j in range(i + 1, len(s)+1):
            sub_str = s[i:j]
            sub_str_list.append(sub_str)
    return sub_str_list

result = substrings(""python"")
print(___)",python,result,1,20
5013,Introduction Python,Write a function to print the following pattern in Python.,"def print_pattern(n): 
  
    # outer loop to handle number of rows 
    for i in range(1,n+1): 
      
        # inner loop to handle number of columns 
        for j in range(1,i+1): 
          
            # printing stars 
            print('* ', end="""") 
       
        # ending line after each row 
        print(___) 
  
# Driver Code 
n = 3
print_pattern(n)

Output:
* 
* * 
* * *",n = 3,"""\r""",1,20
